match_id,team,start_minute,end_minute,pass_count,score_context,phase_context,intensity_context,density,clustering_coefficient,avg_betweenness_centrality,avg_eigenvector_centrality,avg_path_length,centralization,normalized_path_length,normalized_centralization
3754058,AFC Bournemouth,0,10,106,tied,early,medium,0.061224489795918366,0.04541596640585754,0.026537050368237385,0.11208195415810539,3.2100840336134455,0.15336879432624112,0.3115183246073298,0.1501736111111111
3754058,Leicester City,0,10,23,tied,early,low,0.016156462585034014,0.0,0.0019094380796508457,0.10152767188398457,2.5357142857142856,0.04831560283687943,0.3943661971830986,0.04730902777777778
3754058,AFC Bournemouth,5,15,83,tied,early,low,0.055272108843537414,0.044788731153738236,0.04476433215130023,0.10875826931734241,4.114102564102564,0.09441489361702125,0.24306637581801185,0.09244791666666666
3754058,Leicester City,5,15,38,tied,early,low,0.023809523809523808,0.012418443603832855,0.005576527110501029,0.0823830674329312,2.981818181818182,0.08377659574468084,0.33536585365853655,0.08203125
3754058,AFC Bournemouth,10,20,75,tied,early,low,0.05272108843537415,0.053916163920058956,0.04637260887260887,0.09843159630881186,3.7989203778677463,0.07535460992907803,0.26323268206039074,0.07378472222222224
3754058,Leicester City,10,20,42,tied,early,low,0.026360544217687076,0.00971878195082571,0.030222437137330756,0.08951394345010348,4.7446153846153845,0.08111702127659573,0.21076523994811933,0.07942708333333333
3754058,AFC Bournemouth,15,25,75,tied,early,low,0.04591836734693878,0.025277883149809457,0.03925610641036174,0.1032078680950482,4.1647058823529415,0.08244680851063829,0.24011299435028247,0.08072916666666667
3754058,Leicester City,15,25,65,tied,early,low,0.04251700680272109,0.02988300168635371,0.037660887838192804,0.11518137414148513,3.9875222816399285,0.10771276595744679,0.2507822977201609,0.10546874999999999
3754058,AFC Bournemouth,20,30,58,tied,early,low,0.036564625850340135,0.007482993197278911,0.04165845810349356,0.08164072492793042,4.691622103386809,0.0704787234042553,0.21314589665653497,0.06901041666666666
3754058,Leicester City,20,30,81,tied,early,low,0.050170068027210885,0.03828859873720946,0.031300316273720534,0.12245725167892282,3.2890756302521007,0.14317375886524825,0.3040367910066428,0.14019097222222227
3754058,AFC Bournemouth,25,35,37,tied,early,low,0.02040816326530612,0.012221953684449683,0.01144273706330444,0.11637190710935316,4.551470588235294,0.10904255319148937,0.2197092084006462,0.10677083333333334
3754058,Leicester City,25,35,72,tied,early,low,0.036564625850340135,0.03681078646477152,0.026152482269503542,0.10195762581739284,4.406403940886699,0.0921985815602837,0.22694242593627725,0.09027777777777779
3754058,AFC Bournemouth,30,40,39,tied,middle,low,0.02295918367346939,0.0,0.005919698009608784,0.08497184371858472,3.742424242424242,0.06294326241134751,0.26720647773279355,0.06163194444444444
3754058,Leicester City,30,40,49,tied,middle,low,0.026360544217687076,0.052489197978068024,0.04299098152526048,0.08538004215414478,5.384615384615385,0.10283687943262411,0.1857142857142857,0.10069444444444445
3754058,AFC Bournemouth,35,45,47,tied,middle,low,0.031462585034013606,0.03479248307939051,0.031122394154309042,0.10366831732407565,4.3121693121693125,0.07579787234042552,0.23190184049079754,0.07421875
3754058,Leicester City,35,45,48,tied,middle,low,0.03486394557823129,0.0,0.04744105807935595,0.09129980105943956,4.500840336134454,0.09397163120567377,0.22218073188946974,0.09201388888888891
3754058,AFC Bournemouth,40,50,76,tied,middle,low,0.05357142857142857,0.03529853867079664,0.042849949563625374,0.1154450579334014,4.05547652916074,0.1179078014184397,0.24658014731673097,0.11545138888888888
3754058,Leicester City,40,50,69,tied,middle,low,0.0467687074829932,0.04040783330607678,0.046778743321296515,0.0923036212306563,4.1417004048583,0.1901595744680851,0.24144672531769304,0.18619791666666669
3754058,AFC Bournemouth,45,55,68,tied,middle,low,0.047619047619047616,0.05674402016653954,0.028424825765251297,0.12432744499474319,3.3806451612903228,0.14583333333333334,0.2958015267175572,0.14279513888888892
